"GeneID","GSM4681806","GSM4681807","GSM4681808","GSM4681809","GSM4681810","GSM4681811","GSM4681812","GSM4681813","GSM4681814","GSM4681815","GSM4681816","GSM4681817","GSM4681818","GSM4681820"
728819,0,0,0,0,0,0,0,0,0,0,0,0,0,2
51626,17,6,0,0,0,15,6,4,8,12,7,41,22,39
105374571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64240,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64241,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102725159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10128,624,210,11,4,88,290,300,99,347,366,411,1187,331,1197
102723904,39,26,3,2,6,58,42,14,70,38,31,56,9,14
5495,868,352,34,12,157,1014,724,209,922,821,860,1032,396,1089
6519,25,5,1,0,8,6,5,5,3,11,7,142,35,145
9581,43,24,1,1,15,18,6,13,15,30,6,301,54,319
79823,45,30,1,2,11,47,38,4,13,44,28,60,40,56
107985878,1,3,0,3,0,2,2,0,2,2,0,11,1,2
105374573,1,0,0,0,0,0,0,0,0,0,0,4,0,1
107985879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100506108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6496,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55133,211,79,8,0,27,59,42,36,53,90,221,290,158,319
102724965,16,12,12,1,3,39,19,20,39,32,25,27,10,25
5581,150,103,34,12,35,243,158,89,408,199,187,152,37,188
105374580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101926974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,16,25,14,1,12,57,26,22,41,62,46,45,36,67
105374582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101805491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90423,61,23,6,2,6,38,22,20,19,29,12,84,69,77
23433,1158,456,28,21,118,586,542,196,655,587,1055,1316,622,1394
100506142,27,18,2,1,7,10,27,1,27,7,31,5,4,6
5281,362,124,22,8,33,172,141,65,178,153,310,372,159,413
9419,165,49,18,8,29,78,45,66,74,107,68,261,118,197
105374584,36,20,0,0,4,9,14,4,18,12,9,27,16,13
9655,216,61,5,0,27,176,131,55,156,164,167,197,93,185
388948,1,0,0,0,0,0,0,0,0,2,1,6,0,2
100134259,1,0,0,0,0,0,0,0,0,0,1,4,0,1
107985880,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90411,502,233,50,24,92,365,297,134,373,425,561,745,231,622
57217,1018,858,863,303,483,1007,519,302,1001,961,907,1245,554,1168
285051,2,0,0,0,0,0,1,1,0,0,1,3,0,2
805,4931,1550,1028,188,949,1519,1474,685,1459,1720,2078,6210,3327,5877
101927043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374588,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107985882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,1,0,0,0,0,0,0,0,0,0,0,2,0,2
693144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,120,53,2,2,3,50,19,26,16,43,37,302,118,315
56660,9,7,1,1,0,16,2,1,8,4,3,3,1,7
644093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440864,0,0,0,0,0,0,0,0,0,2,1,0,0,3
105374589,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,280,133,19,3,74,186,145,80,148,182,165,509,174,461
80204,984,571,33,16,160,690,533,165,778,573,685,860,459,1079
100506235,3,7,1,0,1,4,2,3,1,3,8,14,7,13
105374590,1,0,0,0,2,0,0,0,0,0,0,0,4,0
105374592,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105374591,0,1,2,0,0,0,1,3,6,3,0,0,0,2
105374593,5,3,4,3,3,2,5,1,0,2,2,3,0,9
102724008,2,3,1,0,0,0,1,0,0,3,0,1,0,1
3344,475,222,4,5,50,371,305,104,387,425,436,743,283,861
129285,311,148,2,3,40,206,114,66,105,163,210,657,242,706
286749,6,3,1,0,1,4,2,3,3,5,2,3,4,3
11037,29,14,1,0,4,27,13,10,5,13,19,13,10,19
11036,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374594,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102465854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9378,2,4,0,0,0,7,3,2,1,0,0,4,0,0
101927089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103504737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100616431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105369165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374601,0,0,0,0,0,2,0,0,0,0,0,0,0,0
51130,44,17,4,2,9,56,32,18,61,36,63,91,32,80
100302652,43,14,4,1,8,53,28,17,58,33,62,80,24,69
494143,12,1,0,0,0,4,1,6,3,10,3,42,18,30
27248,304,72,4,3,33,218,148,70,169,257,239,482,182,459
112268415,49,11,0,2,5,20,16,7,24,29,40,64,43,66
100500850,6,0,0,0,0,0,0,1,0,4,4,3,1,2
10936,17,14,0,0,3,10,4,3,1,5,6,7,2,5
23198,462,317,22,9,141,480,504,152,766,572,1064,967,329,1108
98,105,23,30,14,20,89,45,44,51,85,51,95,71,75
105374615,4,1,0,0,0,1,0,0,0,1,2,3,0,7
388951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,947,914,37,41,535,812,269,330,1026,1001,494,1530,347,1704
105374640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400954,456,235,44,11,73,420,212,147,290,279,509,675,357,636
105374667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57142,2027,1224,275,48,419,1814,1138,484,1354,1223,1882,2281,1051,2283
105374662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374674,0,2,0,0,0,0,0,0,0,0,0,0,0,0
130162,10,11,3,0,3,8,7,5,12,4,4,39,9,29
6233,13477,5119,3698,1748,3635,20034,8593,5776,11616,10307,12054,13685,7135,10427
4528,1134,330,194,90,271,1420,576,443,812,755,1177,1471,667,1220
344405,37,7,0,0,5,11,17,5,6,14,7,41,16,29
55704,238,168,6,9,47,165,128,76,277,242,248,474,113,671
112942,158,35,4,3,21,160,90,59,169,153,263,184,96,214
57223,691,324,19,16,124,454,318,192,484,531,984,1755,515,1873
107985885,6,5,1,0,1,9,7,2,1,11,4,10,4,8
87178,175,59,16,5,20,84,61,50,77,219,161,244,102,251
107985811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112268416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105374690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104355290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100126319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100129434,0,1,0,0,0,0,0,0,0,0,1,0,0,0
107985795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114800,0,0,0,0,0,1,0,0,0,0,0,3,1,1
101927213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985886,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377632,2,0,0,0,0,0,0,0,0,2,0,4,0,4
101927235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377628,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7444,303,105,5,2,21,136,112,62,148,213,215,363,101,383
105374726,0,0,1,0,0,0,0,0,0,0,0,0,0,1
107984043,16,6,1,0,1,8,9,4,9,16,11,18,5,11
55120,81,24,3,2,4,32,22,15,23,50,44,93,31,99
105374744,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400955,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101927285,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105374754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106660609,4,0,0,1,0,0,1,0,2,0,0,3,0,3
100616473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724142,2,5,1,1,0,3,3,2,1,1,0,4,1,5
53335,123,81,4,9,30,131,70,46,142,107,93,392,70,354
64895,216,88,1,2,20,90,112,32,116,186,249,451,190,506
400957,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5966,1334,795,20,17,274,1763,1768,405,2715,1740,2573,902,261,1097
150962,90,36,4,0,12,53,67,8,111,61,106,142,29,111
5194,152,41,11,9,10,110,85,24,83,161,81,214,92,248
84542,53,16,0,0,4,8,5,7,5,14,10,64,33,72
105374759,2,0,0,0,0,0,0,0,0,0,0,0,0,0
339803,19,12,0,1,0,2,5,0,3,7,8,76,21,60
339804,35,5,8,0,1,13,12,9,2,13,13,69,40,60
105374758,0,0,0,0,0,0,0,0,0,0,0,1,0,1
130872,681,230,21,13,122,371,182,147,199,344,297,680,328,574
9736,1606,1347,41,25,539,852,774,226,876,977,929,1426,620,1627
100124537,0,0,0,0,0,5,0,0,0,0,0,0,0,0
105377633,3,9,4,2,2,13,4,4,2,7,0,10,2,1
7514,896,338,15,7,140,254,212,129,228,449,296,1780,703,1822
107985767,5,0,0,0,0,4,0,1,0,2,0,1,0,0
105374760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84140,11,7,0,0,0,12,1,1,2,4,9,19,1,12
10575,626,149,59,23,92,607,428,292,540,559,742,1437,563,1268
150684,185,100,79,40,80,200,100,97,150,183,141,332,117,249
107985768,0,0,0,0,0,0,0,0,1,2,0,0,3,0
10678,539,198,36,7,79,578,366,201,661,450,473,467,342,474
100847087,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105374761,1,0,0,0,0,0,0,0,0,0,1,0,0,0
105374764,0,1,1,1,0,3,0,11,2,3,1,3,4,3
200728,6,0,1,0,0,7,1,0,7,0,0,7,1,2
23301,90,53,4,0,9,61,25,28,24,84,29,155,31,156
100132215,12,5,3,0,2,5,2,4,6,10,3,24,7,26
5013,73,39,9,9,25,10,5,6,0,1,16,28,23,27
100169989,0,0,0,0,0,0,0,0,0,0,1,1,0,0
51057,55,28,2,2,8,44,24,13,29,33,27,62,7,51
107985769,12,1,0,0,2,3,0,0,0,0,1,1,0,1
4190,475,159,114,30,93,328,194,135,225,397,327,962,424,796
7360,1070,239,23,5,95,499,332,244,313,524,504,1397,666,1432
51542,213,95,8,2,26,152,62,52,87,186,170,342,114,395
57162,5107,3726,202,69,792,7767,4272,1800,4896,4920,10565,1643,1109,1704
150992,0,0,0,0,0,0,0,3,4,0,0,1,1,0
100507006,358,236,52,27,99,350,128,137,180,148,591,289,317,272
105374768,47,77,65,28,47,148,40,40,49,25,18,112,59,132
105374769,6,1,0,0,1,0,0,0,0,3,0,0,3,0
102465833,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100616265,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105374771,36,17,2,1,7,8,5,1,7,14,9,17,8,11
29094,350,86,13,6,70,40,17,49,38,124,51,204,193,235
105374774,0,0,0,0,0,0,0,0,0,3,0,0,0,0
105374773,8,7,0,0,3,6,5,0,14,3,4,5,3,4
101927402,9,3,0,0,1,2,0,2,1,2,2,33,1,29
54812,955,394,18,7,117,763,734,125,1006,675,1401,1136,440,1260
100616419,0,0,0,0,1,0,0,0,2,3,0,0,0,0
105374772,1,2,0,0,1,1,1,1,2,3,1,1,2,3
339807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,1085,538,42,20,227,2827,1767,303,1868,1098,1048,652,438,829
105374775,0,9,0,0,1,4,5,0,6,5,0,3,2,8
105374777,5,1,0,0,1,0,0,1,1,5,0,6,4,0
105374776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927438,8,1,0,0,1,2,0,1,1,7,0,8,2,5
400958,3,1,0,0,1,2,0,0,1,1,0,6,0,12
107985888,0,0,0,0,0,0,0,0,0,0,0,2,0,1
107984063,47,28,16,4,12,40,11,17,28,25,10,52,23,32
6509,135,146,77,38,62,63,47,35,136,70,94,242,70,213
102724233,4,2,0,0,0,0,0,0,1,4,0,7,0,13
23177,275,156,16,26,49,227,163,67,295,192,251,428,114,463
5861,1452,476,93,21,163,2523,1355,1112,1849,1362,2614,1233,777,1264
10097,9350,4079,296,71,1351,2718,3179,1385,2722,3234,5238,9884,4334,10833
200734,35,24,6,1,5,48,37,20,78,94,73,26,5,26
105374780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985889,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105369167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105369168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100616464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,50,9,11,7,10,15,14,23,29,20,16,60,33,50
100873998,1,1,2,0,0,5,0,2,2,1,2,3,4,4
100507073,0,0,0,0,0,0,0,1,0,0,0,0,1,0
101927577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101060019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102800447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927661,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54465,116,21,3,0,4,45,43,22,67,75,59,185,50,176
107985891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10438,334,101,48,3,25,327,247,144,206,265,405,427,180,325
105374789,0,0,0,0,1,0,0,0,1,0,0,4,0,1
116143,33,18,2,0,4,13,4,1,1,10,0,125,40,122
56902,105,26,12,6,16,204,106,91,145,198,196,200,68,141
5534,2227,860,83,12,311,1991,2091,400,1828,1276,2927,2045,1056,1968
107985892,7,0,0,0,1,0,1,1,1,3,1,6,1,6
25927,5,0,0,2,6,2,0,1,2,0,0,4,6,8
102724389,4,0,1,0,0,0,2,0,0,0,0,7,0,5
101927723,18,56,7,2,22,32,32,52,25,44,18,2,4,5
5341,9846,4471,1243,182,1737,15062,12439,6591,10486,6660,20375,6148,4271,6010
554251,37,8,7,5,16,29,15,13,10,13,12,79,43,96
200558,12,5,0,0,5,15,3,4,6,8,0,41,4,35
10887,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9938,2637,1393,123,56,614,1224,727,385,881,810,1400,4314,2532,4548
105374790,23,16,3,0,4,19,21,8,13,46,6,9,17,13
105374791,31,8,1,0,8,13,5,2,14,6,6,4,14,2
107985893,18,10,2,0,6,11,3,2,2,3,4,4,7,2
27302,1,0,0,0,0,0,4,0,1,0,0,1,0,0
105374792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985894,0,0,0,0,0,0,0,0,0,3,0,0,0,0
200504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84168,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100423030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673,263,147,3,1,74,252,186,80,269,337,282,355,129,389
27247,132,46,31,3,24,122,85,67,124,147,156,215,101,182
22848,668,651,25,18,322,679,504,156,709,616,730,758,309,769
112268437,68,76,2,5,42,43,41,4,53,60,42,60,10,57
100124535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,448,180,62,25,81,156,87,110,112,273,46,794,189,726
107985770,54,66,108,28,122,169,73,53,114,78,51,279,199,345
64395,410,182,17,7,48,175,142,77,233,141,250,632,275,652
11017,315,96,23,7,42,398,248,123,313,354,504,419,161,373
4084,8823,4651,634,195,1356,8825,6470,2812,6067,4754,14456,5193,4572,5441
151516,205,51,103,12,71,42,28,26,68,43,136,79,163,33
400960,258,68,75,29,70,108,74,38,102,80,132,102,83,83
5093,11017,9194,8246,3803,5003,10716,6423,3408,9333,5280,14055,8705,5331,7488
100133985,2,0,2,2,0,0,0,3,4,3,2,9,3,4
54980,36,11,7,2,8,36,18,17,27,46,35,168,59,169
7072,731,202,18,7,84,248,158,110,182,320,360,1083,269,873
100189231,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100302268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51449,237,86,9,0,35,46,70,18,35,53,55,497,127,490
6637,261,129,207,68,84,339,153,160,186,300,384,528,214,397
84908,233,96,42,15,62,234,148,86,173,213,219,342,142,302
7039,544,181,32,6,53,87,37,59,11,60,47,243,158,224
100874273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985895,2,2,0,0,0,0,0,0,0,0,0,0,0,0
119,62,51,2,8,31,57,24,26,20,34,8,108,25,129
105374794,0,2,0,0,0,0,1,0,0,0,0,0,0,0
344018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165530,5,14,2,2,13,22,9,12,2,19,3,0,20,1
50489,0,5,3,1,0,1,0,0,0,2,1,8,3,6
104355141,0,0,0,0,0,0,3,0,0,0,0,0,0,0
25806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927750,0,1,0,0,0,6,0,0,0,1,3,2,1,0
105374795,4,0,0,0,0,2,2,0,2,4,5,3,1,1
79998,106,71,56,23,50,59,28,21,30,49,42,121,88,132
113419,509,481,447,263,330,300,184,82,166,322,208,658,282,583
105374796,0,1,0,0,0,0,0,0,0,0,0,0,0,1
79315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55577,1123,656,1276,343,380,627,354,294,306,308,721,2139,1544,1619
84693,34,11,4,0,5,19,9,24,14,26,45,68,29,57
10199,209,49,0,0,17,190,107,73,149,218,219,457,144,498
400961,52,11,13,3,13,18,13,11,15,28,27,114,36,103
105374797,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27332,778,269,16,9,96,308,207,98,208,326,581,1064,388,1112
8291,5326,5655,5052,819,2584,1416,1416,713,647,604,977,2425,2176,2448
107985896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56603,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23233,85,38,7,1,10,53,52,20,51,52,39,94,23,101
6697,15,14,29,5,9,3,2,6,3,6,3,16,6,14
2016,3,1,1,0,0,2,0,0,1,0,0,0,0,0
94097,273,169,138,73,60,221,142,82,122,102,125,314,130,231
107985897,2,0,0,0,4,1,6,0,6,1,1,2,2,0
105374800,5,0,2,1,0,3,9,0,4,3,3,2,0,2
26056,362,302,197,137,347,243,120,90,141,189,115,159,95,155
344022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10322,136,105,69,66,67,174,80,44,115,173,82,268,96,201
84279,101,102,128,94,51,54,35,42,30,42,4,124,68,129
10574,1194,687,959,486,574,728,405,430,481,728,605,2149,1049,1856
150726,262,253,131,109,148,170,92,78,124,253,38,212,68,175
1961,0,0,0,1,0,0,0,0,0,1,0,0,6,0
105374802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7840,148,112,2,1,46,72,73,16,108,103,68,161,53,293
100874291,5,1,0,0,0,3,8,2,9,3,14,13,4,6
9027,0,0,0,0,2,0,0,0,0,1,0,3,0,1
200420,1,1,0,0,0,3,0,0,0,0,0,0,1,0
112268418,2,1,0,0,2,0,1,0,0,0,1,3,0,1
51471,2,17,9,14,10,22,4,11,20,6,9,53,19,56
51002,91,16,1,0,5,74,50,41,34,95,103,182,87,130
8446,233,78,43,10,39,294,178,70,207,231,300,395,137,420
388960,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374807,2,3,0,0,0,2,0,0,2,0,0,6,2,6
10617,282,138,9,0,46,129,66,68,107,106,201,388,178,390
112268419,25,11,0,0,3,14,7,5,15,9,14,42,20,45
72,3,4,0,0,0,0,0,0,0,0,0,2,0,1
1716,336,223,193,164,135,244,116,101,158,173,279,513,184,321
100874048,94,65,46,40,35,90,43,36,43,67,111,166,63,121
200424,1079,1151,140,51,549,414,418,134,611,645,674,565,232,601
107985898,15,21,7,3,9,10,17,5,21,10,9,11,5,6
388962,40,17,30,15,15,33,16,17,14,34,10,68,23,63
100507171,11,5,4,1,4,4,3,4,4,9,7,9,15,23
55233,3901,1364,195,53,461,2833,2085,950,2981,3173,3146,4750,1786,4702
10797,395,102,53,7,27,252,223,108,303,327,430,484,185,416
57835,56,31,3,2,10,37,22,18,36,48,37,76,30,79
1639,1204,1127,567,217,716,580,391,288,421,685,535,1687,963,1670
100189589,1,1,0,0,2,1,0,0,1,1,0,6,0,0
388963,26,21,8,6,17,10,11,9,7,9,3,92,14,59
84058,87,68,59,98,69,132,31,53,50,61,43,179,58,122
6242,7,6,2,5,7,2,0,4,2,8,1,20,5,15
100532735,372,314,407,237,236,439,186,156,225,235,264,469,262,327
83444,132,95,100,67,66,132,68,53,99,89,127,160,88,93
23559,268,234,318,178,184,338,148,109,144,162,149,341,177,263
7841,491,355,331,226,312,296,160,165,250,294,257,744,349,566
116540,247,237,354,234,147,607,151,164,165,187,147,357,297,320
84865,42,26,9,0,10,12,13,20,4,17,18,139,63,144
64427,266,181,93,57,74,115,55,57,58,138,53,429,129,349
85474,11,8,4,2,4,3,3,2,9,6,0,14,4,8
151534,14,13,29,7,8,7,1,1,4,12,8,56,16,46
84759,102,34,27,19,13,94,46,28,68,84,65,189,84,164
3196,0,0,0,0,2,0,0,0,0,0,0,0,1,0
165545,0,0,0,0,0,0,0,0,0,0,1,0,0,0
550,921,640,945,516,402,777,459,419,665,728,883,1196,743,1111
27429,298,242,272,159,123,273,193,119,227,192,311,411,196,333
84695,135,131,127,73,67,113,69,47,56,75,89,208,123,212
1796,357,296,443,210,131,152,138,107,81,109,263,676,381,613
130951,12,10,6,4,7,11,2,6,10,5,16,10,5,12
10505,78,51,28,19,24,41,11,13,16,38,10,113,46,82
105374808,12,8,2,1,4,8,1,0,0,7,1,7,0,9
102724497,2,4,0,0,3,0,1,2,1,2,0,12,5,3
102724482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,624,553,61,20,163,304,329,152,3142,319,2366,821,301,775
102724515,3,3,0,0,2,0,0,0,1,1,2,1,2,0
105374809,159,123,141,80,81,124,71,69,102,109,64,165,90,130
101927861,5,5,0,0,1,0,0,2,2,0,0,1,0,0
56655,254,172,269,149,101,253,140,115,163,219,124,288,170,178
6869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100846995,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374811,7,0,0,0,0,1,0,1,3,2,0,3,1,1
105374812,0,1,0,0,0,0,0,0,0,0,0,3,0,0
107985900,5,0,0,0,0,1,0,0,1,0,0,1,0,3
105374810,0,0,0,0,0,0,0,0,0,0,2,0,0,0
84141,0,0,0,0,0,0,0,0,0,0,1,0,0,3
101927884,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9801,108,51,9,2,24,80,46,32,62,93,95,235,97,222
6936,196,69,8,1,26,125,61,57,85,179,173,260,89,241
105374813,0,0,0,0,1,0,0,0,1,0,0,2,0,2
105374814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100170221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374821,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374823,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101927987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,1,1,0,0,0,0,0,0,0,0,0,1,0,4
100422888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102465877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107985903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347730,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107985904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100507201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102724542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374829,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105374834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
